0,147
1,162
2,760
3,822
4,208
5,704
6,592
7,574
8,322
9,544
10,687
11,168
12,400
13,753
14,462
15,172
16,246
17,631
18,598
19,845
20,924
21,874
22,960
23,422
24,777
25,451
26,346
27,670
28,507
29,1000
30,51
31,600
32,454
33,409
34,777
35,658
36,735
37,568
38,337
39,535
40,681
41,363
42,606
43,82
44,97
45,161
46,136
47,317
48,41
49,605
50,843
51,82
52,171
53,806
54,670
55,659
56,706
57,331
58,419
59,995
60,652
61,673
62,82
63,500
64,747
65,394
66,767
67,827
68,862
69,34
70,1000
71,262
72,883
73,614
74,496
75,546
76,754
77,64
78,477
79,549
80,223
81,118
82,843
83,586
84,1000
85,264
86,10
87,940
88,804
89,455
90,227
91,36
92,299
93,449
94,230
95,702
96,437
97,540
98,809
99,539
100,447
101,909
102,607
103,92
104,450
105,949
106,287
107,235
108,106
109,247
110,317
111,789
112,922
113,534
114,883
115,186
116,418
117,954
118,807
119,365
120,350
121,489
122,379
123,333
124,328
125,831
126,616
127,803
128,393
129,762
130,814
131,1
132,190
133,567
134,515
135,311
136,931
137,333
138,997
139,407
140,161
141,92
142,647
143,789
144,229
145,70
146,505
147,558
148,47
149,144
150,444
151,528
152,387
153,275
154,990
155,944
156,780
157,369
158,790
159,623
160,343
161,671
162,256
163,221
164,740
165,982
166,78
167,416
168,396
169,977
170,477
171,515
172,952
173,596
174,627
175,132
176,663
177,17
178,837
179,404
180,895
181,455
182,526
183,73
184,809
185,912
186,387
187,684
188,203
189,374
190,405
191,5
192,840
193,608
194,504
195,59
196,710
197,327
198,720
199,153
200,111
201,43
202,189
203,94
204,793
205,174
206,965
207,237
208,815
209,409
210,606
211,841
212,365
213,708
214,408
215,834
216,112
217,250
218,736
219,918
220,985
221,810
222,675
223,85
224,315
225,472
226,408
227,264
228,902
229,827
230,903
231,156
232,844
233,550
234,613
235,746
236,957
237,364
238,63
239,352
240,115
241,961
242,753
243,190
244,586
245,946
246,863
247,945
248,932
249,798
250,600
251,825
252,178
253,782
254,963
255,608
256,69
257,446
258,969
259,169
260,711
261,259
262,988
263,126
264,947
265,126
266,14
267,515
268,426
269,992
270,119
271,199
272,55
273,362
274,819
275,671
276,641
277,825
278,813
279,383
280,620
281,750
282,397
283,907
284,663
285,765
286,187
287,681
288,220
289,810
290,751
291,696
292,611
293,662
294,776
295,883
296,191
297,901
298,708
299,286
300,345
301,253
302,875
303,984
304,411
305,981
306,305
307,970
308,390
309,702
310,668
311,609
312,315
313,187
314,584
315,90
316,516
317,304
318,928
319,744
320,206
321,984
322,87
323,251
324,67
325,319
326,862
327,489
328,531
329,230
330,291
331,904
332,461
333,567
334,677
335,750
336,164
337,224
338,936
339,84
340,754
341,765
342,845
343,926
344,808
345,275
346,351
347,780
348,712
349,716
