0,450
1,634
2,176
3,733
4,338
5,636
6,444
7,480
8,327
9,500
10,181
11,92
12,747
13,496
14,791
15,937
16,942
17,739
18,239
19,176
20,740
21,944
22,490
23,881
24,259
25,592
26,123
27,879
28,297
29,597
30,309
31,485
32,593
33,998
34,736
35,346
36,917
37,141
38,54
39,383
40,315
41,590
42,790
43,915
44,440
45,569
46,491
47,731
48,414
49,960
50,948
51,889
52,100
53,391
54,252
55,637
56,686
57,78
58,913
59,509
60,740
61,211
62,313
63,536
64,854
65,108
66,126
67,921
68,755
69,859
70,339
71,977
72,209
73,464
74,390
75,390
76,838
77,370
78,795
79,443
80,207
81,174
82,767
83,77
84,174
85,31
86,364
87,625
88,307
89,468
90,430
91,71
92,821
93,894
94,719
95,853
96,749
97,822
98,633
99,878
100,731
101,566
102,503
103,272
104,365
105,971
106,816
107,279
108,733
109,774
110,624
111,933
112,650
113,31
114,914
115,39
116,531
117,799
118,210
119,316
120,912
121,746
122,673
123,592
124,980
125,239
126,423
127,450
128,427
129,87
130,605
131,916
132,420
133,580
134,87
135,574
136,152
137,919
138,176
139,246
140,932
141,29
142,963
143,419
144,113
145,694
146,165
147,181
148,679
149,251
150,591
151,47
152,532
153,298
154,525
155,463
156,982
157,935
158,842
159,618
160,935
161,593
162,314
163,229
164,102
165,932
166,642
167,739
168,861
169,161
170,885
171,304
172,687
173,816
174,37
175,194
176,474
177,113
178,348
179,169
180,447
181,761
182,592
183,534
184,170
185,805
186,364
187,619
188,17
189,56
190,254
191,707
192,722
193,146
194,413
195,75
196,793
197,328
198,111
199,387
200,359
201,399
202,711
203,335
204,843
205,400
206,748
207,708
208,63
209,675
210,471
211,986
212,319
213,485
214,741
215,104
216,448
217,802
218,945
219,256
220,503
221,498
222,127
223,64
224,731
225,713
226,945
227,225
228,803
229,478
230,127
231,960
232,930
233,250
234,69
235,474
236,491
237,494
238,28
239,506
240,827
241,221
242,570
243,865
244,627
245,476
246,555
247,654
248,409
249,358
250,684
251,744
252,796
253,702
254,410
255,446
256,497
257,67
258,498
259,623
260,860
261,639
262,792
263,118
264,982
265,627
266,8
267,891
268,520
269,179
270,564
271,986
272,37
273,515
274,969
275,298
276,251
277,955
278,578
279,226
280,459
281,587
282,964
283,580
284,966
285,533
286,384
287,507
288,129
289,482
290,957
291,352
292,102
293,15
